locus_tag,gene_name,experiment_id,treatment_type,timepoint,timepoint_hours,timepoint_order,log2fc,padj,rank,rank_up,rank_down,expression_status
PMM0974,urtE,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,0h,0.0,1,0.488677358,1.0,608,,,not_significant
PMM0974,urtE,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,24h,24.0,5,0.476789054,1.0,832,,,not_significant
PMM0263,amt1,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,days 60+89,,5,-0.4760697322851092,0.5909559606403305,914,,,not_significant
PMM0972,urtC,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,6h,6.0,3,0.473844962,1.0,787,,,not_significant
PMM0973,urtD,10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen_stress,,,1,0.471098726,1.0,397,,,not_significant
PMM0263,amt1,10.1371/journal.pone.0165375_viral_phage_phm2_lysate_med4_rnaseq_dark,viral,8.5h post-inoculation,8.5,3,0.465,,6,4.0,,significant_up
PMM0920,glnA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 18,432.0,1,-0.4648341108995685,0.8059874703247387,571,,,not_significant
PMM0973,urtD,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,0h,0.0,1,-0.463805564,1.0,649,,,not_significant
PMM0965,ureA,10.1038/ismej.2016.70_coculture_alteromonas_hot1a3_med4_rnaseq,coculture,20h,20.0,1,0.462864965,0.990568898,1448,,,not_significant
PMM0972,urtC,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 14,336.0,1,0.462238629659016,0.354075856391703,597,,,not_significant
PMM0974,urtE,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen_stress,24h,24.0,3,-0.46,0.94,660,,,not_significant
PMM0263,amt1,10.1371/journal.pone.0165375_viral_phage_phm2_lysate_med4_rnaseq_dark,viral,4.5h post-inoculation,4.5,2,0.458,,16,3.0,,significant_up
PMM0963,ureC,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 18,432.0,1,0.456427285464474,0.4069490963628067,591,,,not_significant
PMM0964,ureB,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,3h,3.0,2,0.452231913,1.0,653,,,not_significant
PMM0974,urtE,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 14,336.0,1,0.451292355855306,0.182253959680862,612,,,not_significant
PMM0971,urtB,10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen_stress,,,1,0.451163303,1.0,460,,,not_significant
PMM1512,glsF,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen_stress,day 89,2136.0,4,0.450282732645667,0.0589175759990653,763,,,not_significant
PMM0973,urtD,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,3h,3.0,2,0.441723649,1.0,669,,,not_significant
PMM0958,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 18,432.0,1,-0.4406002813904892,0.8882140442633901,629,,,not_significant
PMM0371,cynB,10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen_stress,,,1,-0.438627198,1.0,444,,,not_significant
PMM0964,ureB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 31,744.0,2,-0.4224639158465767,0.5223386726518833,1113,,,not_significant
PMM0963,ureC,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,3h,3.0,2,0.418075292,1.0,711,,,not_significant
PMM0974,urtE,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 89,2136.0,3,0.417037645975749,0.129428134172199,994,,,not_significant
PMM0972,urtC,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 89,2136.0,4,-0.4169539261521738,0.4844590526556624,1027,,,not_significant
PMM0373,cynS,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 60,1440.0,3,0.4166504638543628,0.4943247299247588,1088,,,not_significant
PMM0972,urtC,10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen_stress,,,1,-0.410380416,1.0,487,,,not_significant
PMM0373,cynS,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 18,432.0,1,0.4057539991845528,0.7021062650062693,701,,,not_significant
PMM0964,ureB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 89,2136.0,3,0.400882403055827,0.198174455154745,1010,,,not_significant
PMM1512,glsF,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 31,744.0,2,-0.395454406738279,0.0877944221492835,1058,,,not_significant
PMM0373,cynS,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 31,744.0,2,0.3944050246915115,0.5094303943561131,1159,,,not_significant
PMM0958,,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen_stress,3h,3.0,1,-0.39,1.0,684,,,not_significant
PMM0393,pipX,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,24h,24.0,5,-0.385845717,1.0,973,,,not_significant
PMM0971,urtB,10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen_stress,,,1,-0.380920577,1.0,534,,,not_significant
PMM0373,cynS,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen_stress,24h,24.0,3,-0.37,0.64,696,,,not_significant
PMM0393,pipX,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,3h,3.0,2,-0.368265109,1.0,793,,,not_significant
PMM1463,glnB,10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen_stress,,,1,0.365274218,1.0,553,,,not_significant
PMM0687,,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,0h,0.0,1,0.353550354,1.0,847,,,not_significant
PMM0963,ureC,10.1101/2025.11.24.690089_coculture_alteromonas_hot1a3_med4_rnaseq,coculture,day 11,264.0,1,0.3460813688456782,0.5511538589357595,809,,,not_significant
PMM0973,urtD,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,24h,24.0,5,0.345724139,1.0,1039,,,not_significant
PMM0370,cynA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,days 60+89,,5,0.3397732054701413,0.7678806444109306,1168,,,not_significant
PMM0370,cynA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 60,1440.0,3,-0.3393498386809253,0.7852387756749416,1225,,,not_significant
PMM0974,urtE,10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen_stress,,,1,0.338402348,1.0,608,,,not_significant
PMM0965,ureA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 31,744.0,2,-0.3352303098373757,0.6977697120705293,1270,,,not_significant
PMM0263,amt1,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 18,432.0,1,0.3290345082187893,0.8337486165292266,845,,,not_significant
PMM0972,urtC,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,0h,0.0,1,-0.328046202,1.0,902,,,not_significant
PMM0964,ureB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 18,432.0,1,-0.3186397821258024,0.7970028189527907,868,,,not_significant
PMM0687,,10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen_stress,,,1,0.315462674,1.0,653,,,not_significant
PMM0973,urtD,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 89,2136.0,3,0.309952735900879,0.315456450855441,1099,,,not_significant
PMM0972,urtC,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,24h,24.0,5,0.30287296,1.0,1109,,,not_significant
PMM0964,ureB,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,0h,0.0,1,-0.301792943,1.0,954,,,not_significant
PMM0371,cynB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 60,1440.0,3,-0.2989600039122373,0.7684921493806444,1292,,,not_significant
PMM0393,pipX,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 18,432.0,1,-0.2980424417246772,,925,,,not_significant
PMM0687,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 31,744.0,2,0.296795925537798,0.7785523368488567,1337,,,not_significant
PMM0971,urtB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 89,2136.0,3,-0.296355883280437,0.607984330848632,1113,,,not_significant
PMM0393,pipX,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,days 60+89,,5,-0.2959569219650842,0.620426981778305,1235,,,not_significant
PMM0973,urtD,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 14,336.0,1,0.291469891866048,0.460565022183742,863,,,not_significant
PMM0370,cynA,10.1038/ismej.2011.49_iron_stress_iron_starvation_med4_med4_microarray_light,iron_stress,12h,12.0,1,0.29,1.0,96,,,not_significant
PMM1512,glsF,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 31,744.0,2,0.283709447392295,0.6367645113171138,1365,,,not_significant
PMM1462,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen_stress,day 14,336.0,1,0.2831240307765973,0.8055168752788114,1587,,,not_significant
PMM0263,amt1,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen_stress,day 18,432.0,1,0.276550292968751,0.192805729985647,797,,,not_significant
PMM0965,ureA,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,0h,0.0,1,0.27295992,1.0,1025,,,not_significant
PMM0263,amt1,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 14,336.0,1,0.270531654357914,0.395195546159753,895,,,not_significant
PMM0973,urtD,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 60,1440.0,3,-0.2677995878356702,0.6783407309355831,1339,,,not_significant
PMM1512,glsF,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 18,432.0,1,-0.2675853466897814,0.8066782867136176,999,,,not_significant
PMM0372,cynD,10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen_stress,,,1,-0.263725986,1.0,795,,,not_significant
PMM0958,,10.1038/ismej.2011.49_iron_stress_iron_starvation_med4_med4_microarray_light,iron_stress,12h,12.0,1,0.26,1.0,99,,,not_significant
PMM0973,urtD,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,48h,48.0,6,0.253360475,1.0,1340,,,not_significant
PMM1512,glsF,10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen_stress,,,1,0.253297208,1.0,881,,,not_significant
PMM0970,urtA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 18,432.0,1,-0.2512931813539277,0.8912580082191931,1038,,,not_significant
PMM0971,urtB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 31,744.0,2,-0.243567784627277,0.673127824234963,1190,,,not_significant
PMM0972,urtC,10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen_stress,,,1,0.239371503,1.0,917,,,not_significant
PMM0263,amt1,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,48h,48.0,6,0.224138189,1.0,1381,,,not_significant
PMM0970,urtA,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen_stress,3h,3.0,1,0.22,1.0,751,,,not_significant
PMM0371,cynB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 18,432.0,1,-0.2147453068402726,0.9052399695586828,1140,,,not_significant
PMM0972,urtC,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,48h,48.0,6,-0.21081773,1.0,1398,,,not_significant
PMM1512,glsF,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 14,336.0,1,0.209834098815917,0.487368119242069,995,,,not_significant
PMM0393,pipX,10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen_stress,,,1,-0.204557875,1.0,965,,,not_significant
PMM0958,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 31,744.0,2,-0.2025478686283576,0.9058484128600448,1493,,,not_significant
PMM0963,ureC,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 60,1440.0,3,0.2008110851092424,0.6196257031209509,1470,,,not_significant
PMM0963,ureC,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,days 60+89,,5,0.199235529405234,0.5540971701596761,1412,,,not_significant
PMM0963,ureC,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 89,2136.0,4,0.1978268280564802,0.6438834287054289,1453,,,not_significant
PMM0393,pipX,10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen_stress,,,1,-0.19579827,1.0,1047,,,not_significant
PMM0920,glnA,10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen_stress,,,1,-0.195371878,1.0,994,,,not_significant
PMM0971,urtB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 14,336.0,1,0.19376532236735,0.818532178316753,1019,,,not_significant
PMM0972,urtC,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 18,432.0,1,0.1906664231248676,0.8490043324648616,1225,,,not_significant
PMM0964,ureB,10.1038/ismej.2016.70_coculture_alteromonas_hot1a3_med4_rnaseq,coculture,20h,20.0,1,0.186352843,1.0,1584,,,not_significant
PMM0972,urtC,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 31,744.0,2,0.1849853010366144,0.7578516248854911,1524,,,not_significant
PMM1512,glsF,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,0h,0.0,1,-0.180290545,1.0,1241,,,not_significant
PMM0370,cynA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 31,744.0,2,0.179190317789714,0.325896237804782,1253,,,not_significant
PMM0372,cynD,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,0h,0.0,1,-0.178495928,1.0,1247,,,not_significant
PMM1462,,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,0h,0.0,1,0.165168653,1.0,1279,,,not_significant
PMM0970,urtA,10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen_stress,,,1,-0.161692929,1.0,1097,,,not_significant
PMM0965,ureA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 18,432.0,1,-0.1522008863520869,0.9141132640645592,1347,,,not_significant
PMM0393,pipX,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen_stress,day 89,2136.0,4,0.15046405792236,0.69924584294048,1171,,,not_significant
PMM0372,cynD,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 89,2136.0,3,-0.149610837300618,0.615644105598699,1277,,,not_significant
PMM0971,urtB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 18,432.0,1,-0.1464040804275714,0.9180344892530504,1368,,,not_significant
PMM0972,urtC,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,days 60+89,,5,-0.1440592144980676,0.7969400094912565,1547,,,not_significant
PMM0370,cynA,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,0h,0.0,1,0.135752234,1.0,1341,,,not_significant
PMM0370,cynA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 18,432.0,1,-0.1354502947973468,0.9514026867897872,1394,,,not_significant
PMM0963,ureC,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,24h,24.0,5,0.130043529,1.0,1449,,,not_significant
PMM0263,amt1,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 89,2136.0,4,0.1292981574585233,0.905313386413456,1600,,,not_significant
PMM0393,pipX,10.1101/2025.11.24.690089_coculture_alteromonas_hot1a3_med4_rnaseq,coculture,day 11,264.0,1,0.1279588176279954,,1413,,,not_significant
PMM0972,urtC,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,12h,12.0,4,-0.126638336,1.0,1500,,,not_significant
PMM0974,urtE,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 89,2136.0,4,0.1244684571764152,0.8774194441834574,1608,,,not_significant
PMM0963,ureC,10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen_stress,,,1,-0.123278586,1.0,1229,,,not_significant
PMM0372,cynD,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 18,432.0,1,-0.1218486026955733,0.9122235184200448,1441,,,not_significant
PMM0964,ureB,10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen_stress,,,1,0.120833317,1.0,1289,,,not_significant
PMM1512,glsF,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen_stress,3h,3.0,1,-0.12,1.0,785,,,not_significant
PMM0393,pipX,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen_stress,days 60+89,,5,0.116311232248941,0.735970027030178,1207,,,not_significant
PMM0964,ureB,10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen_stress,,,1,-0.116052334,1.0,1253,,,not_significant
PMM0964,ureB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 31,744.0,2,0.106873194376628,0.736252468770597,1320,,,not_significant
PMM1462,,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen_stress,24h,24.0,3,-0.1,1.0,815,,,not_significant
PMM0974,urtE,10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen_stress,,,1,0.096797388,1.0,1355,,,not_significant
PMM1512,glsF,10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen_stress,,,1,0.094062252,1.0,1346,,,not_significant
PMM0393,pipX,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,6h,6.0,3,0.091705119,1.0,1519,,,not_significant
PMM0974,urtE,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen_stress,12h,12.0,2,0.09,0.94,794,,,not_significant
PMM0973,urtD,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 31,744.0,2,0.0879319508870443,0.778679419626507,1338,,,not_significant
PMM0393,pipX,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 31,744.0,2,-0.0847600301106806,0.794369507404046,1340,,,not_significant
PMM0393,pipX,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,nitrogen_stress,day 60,1440.0,3,0.0821584065755234,0.841240347017491,1293,,,not_significant
PMM0372,cynD,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 31,744.0,2,-0.0819197259135661,0.8988188226993763,1719,,,not_significant
PMM0393,pipX,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 89,2136.0,3,-0.0812196731567369,0.804121681404032,1353,,,not_significant
PMM0972,urtC,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 60,1440.0,3,0.0811973618066198,0.8998922351000345,1707,,,not_significant
PMM0371,cynB,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen_stress,3h,3.0,1,0.08,1.0,802,,,not_significant
PMM0963,ureC,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,nitrogen_stress,3h,3.0,1,-0.08,1.0,804,,,not_significant
PMM0972,urtC,10.1038/ismej.2016.70_coculture_alteromonas_hot1a3_med4_rnaseq,coculture,20h,20.0,1,0.075928863,0.973785148,1622,,,not_significant
PMM0393,pipX,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,nitrogen_stress,day 14,336.0,1,0.0746086564458916,0.8857731999738403,1780,,,not_significant
PMM0263,amt1,10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen_stress,,,1,-0.074221422,1.0,1439,,,not_significant
PMM0973,urtD,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 18,432.0,1,-0.0736271337379458,,1607,,,not_significant
PMM0372,cynD,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,3h,3.0,2,0.070220922,1.0,1496,,,not_significant
PMM0963,ureC,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,6h,6.0,3,0.069580424,1.0,1551,,,not_significant
PMM0963,ureC,10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen_stress,,,1,0.067793401,1.0,1458,,,not_significant
PMM0965,ureA,10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen_stress,,,1,0.061648448,1.0,1487,,,not_significant
PMM0370,cynA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 31,744.0,2,0.0573478593589749,0.9605129670969592,1767,,,not_significant
PMM1463,glnB,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,0h,0.0,1,0.056513412,1.0,1557,,,not_significant
PMM0263,amt1,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,0h,0.0,1,0.055426249,1.0,1560,,,not_significant
PMM0972,urtC,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,3h,3.0,2,-0.053365781,1.0,1551,,,not_significant
PMM0974,urtE,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,48h,48.0,6,0.0483818,1.0,1631,,,not_significant
PMM0371,cynB,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,0h,0.0,1,0.040455321,1.0,1602,,,not_significant
PMM0393,pipX,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,nitrogen_stress,day 60,1440.0,3,0.039854862321933,0.9497671588218152,1789,,,not_significant
PMM0963,ureC,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,0h,0.0,1,0.036989762,1.0,1611,,,not_significant
PMM0263,amt1,10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen_stress,,,1,-0.036619509,1.0,1562,,,not_significant
PMM1512,glsF,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 89,2136.0,3,0.03409544626872,0.887527485806396,1396,,,not_significant
PMM0246,ntcA,10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen_stress,,,1,0.032980289,1.0,1579,,,not_significant
PMM0965,ureA,10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen_stress,,,1,-0.028778292,1.0,1593,,,not_significant
PMM0687,,10.1038/msb4100087_growth_medium_growth_on_cyanate_as_med4_microarray,nitrogen_stress,,,1,0.023050364,1.0,1616,,,not_significant
PMM0974,urtE,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen_stress,day 31,744.0,2,0.0204480489095054,0.939217328026893,1414,,,not_significant
PMM0373,cynS,10.1038/msb4100087_growth_medium_growth_on_urea_as_med4_microarray,nitrogen_stress,,,1,0.020040513,1.0,1629,,,not_significant
PMM0973,urtD,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,12h,12.0,4,0.018974269,1.0,1669,,,not_significant
PMM0963,ureC,10.1038/msb4100087_nitrogen_stress_nitrogen_deprivation_med4_med4_microarray,nitrogen_stress,12h,12.0,4,-0.018844327,1.0,1671,,,not_significant
